OrderID,CustomerID,RestaurantID,OrderDate,Age,Gender,City,Rating,OrderItemID,ItemName,ItemPrice,PaymentID,Amount,DeliveryID,DeliveryTime,DeliveryStatus,ItemsPerOrder,Cuisine,PaymentMode
1845,1063,49,10-02-2024,36,Female,Delhi,3.8,12618,"Paratha, Pizza, Idli","""70,250,50""",2845,370,1944,57,On Time,3,Continental,Card
1846,1063,16,20-03-2024,36,Female,Bangalore,4.9,18325,"Pasta, Dosa, Fries","""180,60,90""",2846,330,1945,24,Cancelled,3,North Indian,Card
1847,1063,38,14-02-2024,36,Female,Delhi,4.7,13486,"Paneer Tikka, Fries","""220,90""",2847,310,1946,46,Late,2,South Indian,Cash
1848,3491,8,04-06-2024,40,Female,Mumbai,3.4,14251,"Pizza, Biryani","""250,200""",2848,450,1947,25,Late,2,Italian,Card
1849,1063,28,10-04-2024,36,Female,Chennai,4.1,14271,"Momos, Paneer Tikka","""140,220""",2849,360,1948,63,On Time,2,North Indian,Card
1850,1063,29,23-06-2024,36,Female,Chennai,3.3,12466,Noodles,"""150""",2850,150,1949,68,Cancelled,1,Chinese,UPI
1851,1063,45,25-05-2024,36,Female,Mumbai,3.9,17631,Pasta,"""180""",2851,180,1950,50,Late,1,North Indian,Card
1852,1063,28,02-04-2024,36,Female,Chennai,3.6,16418,Fries,"""90""",2852,90,1951,29,Cancelled,1,Continental,Cash
1853,1063,5,11-11-2024,36,Female,Chennai,3.3,15269,"Idli, Fries, Sandwich","""50,90,80""",2853,220,1952,50,Late,3,Fast Food,UPI
1854,1063,34,12-04-2024,36,Female,Mumbai,4.1,11955,"Fries, Momos, Burger","""90,140,120""",2854,350,1953,68,Late,3,Fast Food,UPI
1855,1063,45,19-05-2024,36,Female,Mumbai,2.8,19116,"Paneer Tikka, Dosa","""220,60""",2855,280,1954,49,Late,2,Chinese,Cash
1856,1063,13,29-01-2024,36,Female,Ahmedabad,3.7,14673,Pizza,"""250""",2856,250,1955,60,Late,1,Fast Food,UPI
1857,1063,11,14-07-2024,36,Female,Delhi,3.5,10203,Momos,"""140""",2857,140,1956,37,On Time,1,North Indian,Cash
1858,1063,46,12-09-2024,36,Female,Pune,4.9,14013,"Burger, Momos","""120,140""",2858,260,1957,44,Cancelled,2,North Indian,Card
1859,1063,3,06-06-2024,36,Female,Pune,4.1,15328,"Noodles, Dosa, Fried Rice","""150,60,170""",2859,380,1958,50,On Time,3,North Indian,Card
1860,3073,25,15-09-2024,19,Male,Chennai,2.7,12457,"Pasta, Momos, Burger, Dosa","""180,140,120,60""",2860,500,1959,67,Cancelled,4,Fast Food,Card
1861,1063,33,18-08-2024,36,Female,Chennai,3.3,10185,"Paneer Tikka, Burger","""220,120""",2861,340,1960,31,On Time,2,Fast Food,UPI
1862,1063,33,01-09-2024,36,Female,Chennai,2.9,19112,"Paneer Tikka, Burger, Biryani","""220,120,200""",2862,540,1961,42,Late,3,Italian,Card
1863,2908,27,06-08-2024,34,Male,Kolkata,3.8,18850,Paneer Tikka,"""220""",2863,220,1962,67,On Time,1,North Indian,Cash
1864,1063,40,26-11-2024,36,Female,Bangalore,4.9,10414,"Noodles, Biryani, Burger","""150,200,120""",2864,470,1963,41,On Time,3,Fast Food,Card
1865,2637,20,15-05-2024,21,Male,Pune,3.7,17947,Fries,"""90""",2865,90,1964,47,Late,1,South Indian,Cash
1866,1063,50,24-02-2024,36,Female,Ahmedabad,3.4,19845,Paratha,"""70""",2866,70,1965,42,On Time,1,Chinese,Cash
1867,3220,30,30-03-2024,34,Male,Bangalore,3.2,18878,"Dosa, Roll","""60,110""",2867,170,1966,30,Late,2,Italian,UPI
1868,1064,16,02-05-2024,29,Female,Bangalore,3.4,11263,"Paratha, Dosa, Fried Rice, Momos","""70,60,170,140""",2868,440,1967,20,Late,4,Continental,Card
1869,1064,20,04-03-2024,29,Female,Pune,5,16894,"Paratha, Pizza, Fried Rice, Burger","""70,250,170,120""",2869,610,1968,68,On Time,4,Continental,Cash
1870,2612,48,26-09-2024,56,Female,Hyderabad,3.8,10215,Pizza,"""250""",2870,250,1969,25,Cancelled,1,Chinese,Card
1871,2907,44,22-07-2024,27,Female,Mumbai,3.2,12320,"Biryani, Roll","""200,110""",2871,310,1970,44,Cancelled,2,Italian,UPI
1872,1064,45,24-07-2024,29,Female,Mumbai,3.1,10292,"Roll, Fries, Pasta, Idli","""110,90,180,50""",2872,430,1971,36,On Time,4,South Indian,Card
1873,1064,2,05-06-2024,29,Female,Pune,3.3,10352,Noodles,"""150""",2873,150,1972,54,On Time,1,Fast Food,UPI
1874,3702,10,19-03-2024,19,Male,Hyderabad,2.9,18296,Pizza,"""250""",2874,250,1973,29,Cancelled,1,Fast Food,UPI
1875,1064,44,24-09-2024,29,Female,Mumbai,4.5,15277,"Dosa, Sandwich, Biryani, Fries","""60,80,200,90""",2875,430,1974,63,Late,4,Continental,Card
1876,1064,31,28-09-2024,29,Female,Bangalore,2.8,14767,"Biryani, Roll, Pizza, Dosa","""200,110,250,60""",2876,620,1975,59,On Time,4,North Indian,Cash
1877,1064,49,12-01-2024,29,Female,Delhi,2.8,18447,"Noodles, Pasta","""150,180""",2877,330,1976,47,Late,2,Continental,UPI
1878,1064,6,01-07-2024,29,Female,Pune,3,10814,"Pizza, Idli, Roll, Biryani","""250,50,110,200""",2878,610,1977,37,On Time,4,Continental,Card
1879,1064,11,24-09-2024,29,Female,Delhi,4.8,16348,"Fries, Pasta, Sandwich, Idli","""90,180,80,50""",2879,400,1978,39,Cancelled,4,Italian,Cash
1880,3298,50,07-05-2024,48,Female,Ahmedabad,4.3,18577,Paratha,"""70""",2880,70,1979,15,On Time,1,Chinese,Cash
1881,3090,18,29-06-2024,38,Female,Bangalore,4.5,13068,"Noodles, Fries, Momos, Sandwich","""150,90,140,80""",2881,460,1980,33,Cancelled,4,Chinese,Card
1882,1064,1,15-12-2024,29,Female,Hyderabad,4.2,13744,Pasta,"""180""",2882,180,1981,25,Cancelled,1,Fast Food,Card
1883,1064,30,23-07-2024,29,Female,Bangalore,4.2,16417,"Burger, Paneer Tikka","""120,220""",2883,340,1982,39,Cancelled,2,Italian,Cash
1884,1064,16,28-04-2024,29,Female,Bangalore,2.9,19251,"Pizza, Fried Rice, Burger, Idli","""250,170,120,50""",2884,590,1983,52,On Time,4,Italian,Cash
1885,1064,21,07-07-2024,29,Female,Ahmedabad,3.8,12161,Pizza,"""250""",2885,250,1984,61,Cancelled,1,Chinese,UPI
1886,1064,4,23-04-2024,29,Female,Bangalore,4.5,15434,"Pasta, Fries, Roll, Momos","""180,90,110,140""",2886,520,1985,22,Cancelled,4,Chinese,Cash
1887,1064,41,23-05-2024,29,Female,Pune,4.4,17370,"Roll, Pizza, Noodles, Momos","""110,250,150,140""",2887,650,1986,55,Late,4,Continental,UPI
1888,1064,22,09-05-2024,29,Female,Kolkata,3,19900,"Dosa, Idli","""60,50""",2888,110,1987,16,Cancelled,2,Italian,Card
1889,3149,37,14-04-2024,40,Female,Bangalore,2.6,19651,"Momos, Fried Rice, Fries","""140,170,90""",2889,400,1988,63,Late,3,North Indian,Cash
1890,3951,41,23-10-2024,18,Male,Pune,2.9,16658,Momos,"""140""",2890,140,1989,42,On Time,1,Fast Food,Card
1891,1064,26,13-07-2024,29,Female,Chennai,4.7,17951,"Fried Rice, Burger, Pasta, Paneer Tikka","""170,120,180,220""",2891,690,1990,42,Late,4,Continental,Cash
1892,2506,29,06-10-2024,24,Male,Chennai,4.1,10791,Paratha,"""70""",2892,70,1991,57,Late,1,North Indian,Card
1893,1064,1,30-07-2024,29,Female,Hyderabad,3.4,14346,"Idli, Biryani, Sandwich, Burger","""50,200,80,120""",2893,450,1992,37,Late,4,North Indian,Card
1894,1064,23,13-05-2024,29,Female,Kolkata,3.4,16591,"Idli, Dosa, Fries, Burger","""50,60,90,120""",2894,320,1993,67,On Time,4,Chinese,Card
1895,1064,49,03-06-2024,29,Female,Delhi,3.7,19399,"Roll, Paratha, Paneer Tikka, Fried Rice","""110,70,220,170""",2895,570,1994,59,On Time,4,Continental,Cash
1896,1064,14,04-06-2024,29,Female,Pune,3.7,16528,"Pizza, Paratha, Fries, Momos","""250,70,90,140""",2896,550,1995,67,Cancelled,4,Chinese,Card
1897,1065,46,03-09-2024,19,Male,Pune,4.2,12595,"Pasta, Paneer Tikka","""180,220""",2897,400,1996,39,Cancelled,2,North Indian,UPI
1898,1065,46,13-02-2024,19,Male,Pune,4.9,19903,Sandwich,"""80""",2898,80,1997,48,Cancelled,1,Fast Food,Card
1899,1065,39,13-05-2024,19,Male,Kolkata,4.7,15716,Sandwich,"""80""",2899,80,1998,15,Late,1,South Indian,UPI
1900,1065,42,15-06-2024,19,Male,Ahmedabad,3.5,18026,"Roll, Paratha, Dosa, Biryani","""110,70,60,200""",2900,440,1999,65,On Time,4,South Indian,Cash
1901,1065,5,14-05-2024,19,Male,Chennai,4.1,11605,"Fries, Roll, Noodles","""90,110,150""",2901,350,2000,55,Cancelled,3,Italian,UPI
1902,3327,40,07-06-2024,59,Male,Bangalore,3.3,14298,"Momos, Pizza, Pasta","""140,250,180""",2902,570,2001,29,Late,3,Italian,UPI
1903,1065,32,28-08-2024,19,Male,Pune,2.7,14714,"Pasta, Burger, Fried Rice, Pizza","""180,120,170,250""",2903,720,2002,34,On Time,4,Italian,UPI
1904,1065,44,08-05-2024,19,Male,Mumbai,2.9,17447,"Pizza, Fries","""250,90""",2904,340,2003,45,Late,2,Chinese,Cash
1905,1065,11,09-02-2024,19,Male,Delhi,3.7,15889,"Pizza, Paneer Tikka, Fried Rice","""250,220,170""",2905,640,2004,19,Late,3,Italian,UPI
1906,1065,1,01-03-2024,19,Male,Hyderabad,4.8,14345,"Burger, Noodles, Idli","""120,150,50""",2906,320,2005,56,Late,3,South Indian,Card
1907,1065,8,12-12-2024,19,Male,Mumbai,4.5,10862,"Fries, Pasta","""90,180""",2907,270,2006,20,On Time,2,Chinese,Cash
1908,1065,37,26-02-2024,19,Male,Bangalore,3.5,17001,"Pizza, Fries, Fried Rice, Paneer Tikka","""250,90,170,220""",2908,730,2007,29,On Time,4,Continental,Card
1909,1065,44,26-12-2024,19,Male,Mumbai,3.5,12690,"Biryani, Noodles","""200,150""",2909,350,2008,53,On Time,2,North Indian,Cash
1910,1065,1,18-10-2024,19,Male,Hyderabad,2.9,16475,"Idli, Dosa, Paratha, Burger","""50,60,70,120""",2910,300,2009,48,Late,4,Chinese,Cash
1911,1065,30,12-05-2024,19,Male,Bangalore,4.4,11893,"Paratha, Biryani","""70,200""",2911,270,2010,46,Late,2,South Indian,UPI
1912,2785,17,28-08-2024,56,Male,Ahmedabad,3.9,15875,"Dosa, Pasta, Fried Rice","""60,180,170""",2912,410,2011,28,Late,3,Fast Food,Cash
1913,3970,42,25-06-2024,23,Male,Ahmedabad,4.6,14445,"Fried Rice, Paneer Tikka, Burger, Pasta","""170,220,120,180""",2913,690,2012,57,On Time,4,Italian,UPI
1914,1065,34,04-09-2024,19,Male,Mumbai,4.6,10464,"Pasta, Fried Rice","""180,170""",2914,350,2013,43,Late,2,Fast Food,UPI
1915,1065,3,26-11-2024,19,Male,Pune,4.8,18953,Fries,"""90""",2915,90,2014,67,Late,1,South Indian,Card
1916,2444,40,22-08-2024,39,Female,Bangalore,4.9,14937,"Burger, Fries, Noodles","""120,90,150""",2916,360,2015,40,Late,3,South Indian,UPI
1917,1065,36,24-11-2024,19,Male,Bangalore,3.9,14005,Dosa,"""60""",2917,60,2016,55,Late,1,North Indian,Card
1918,1065,47,24-09-2024,19,Male,Kolkata,2.9,11275,"Pasta, Biryani, Noodles, Momos","""180,200,150,140""",2918,670,2017,36,Cancelled,4,Fast Food,Cash
1919,1065,17,05-09-2024,19,Male,Ahmedabad,3.4,14834,"Paneer Tikka, Idli, Momos, Dosa","""220,50,140,60""",2919,470,2018,46,Cancelled,4,Continental,Card
1920,1065,40,26-12-2024,19,Male,Bangalore,4.3,15019,"Paratha, Biryani, Pasta","""70,200,180""",2920,450,2019,16,Late,3,Fast Food,Cash
1921,1065,27,08-02-2024,19,Male,Kolkata,3.6,19277,"Fried Rice, Noodles","""170,150""",2921,320,2020,24,Cancelled,2,Chinese,UPI
1922,3098,46,01-01-2024,52,Male,Pune,4.8,11658,"Fries, Idli","""90,50""",2922,140,2021,22,On Time,2,North Indian,Cash
1923,1065,38,23-09-2024,19,Male,Delhi,2.6,13857,"Idli, Biryani, Fries, Dosa","""50,200,90,60""",2923,400,2022,41,Cancelled,4,Continental,Cash
1924,3978,4,15-09-2024,34,Male,Bangalore,3.7,12396,"Noodles, Paratha, Sandwich, Biryani","""150,70,80,200""",2924,500,2023,57,Late,4,North Indian,Cash
1925,1065,44,03-07-2024,19,Male,Mumbai,3.2,19254,"Noodles, Paratha, Biryani, Idli","""150,70,200,50""",2925,470,2024,18,Late,4,South Indian,Card
1926,1065,20,15-12-2024,19,Male,Pune,4.7,15647,"Paneer Tikka, Sandwich, Dosa, Momos","""220,80,60,140""",2926,500,2025,31,Cancelled,4,Italian,UPI
1927,2138,24,14-06-2024,50,Female,Ahmedabad,2.6,18127,"Pizza, Idli","""250,50""",2927,300,2026,25,On Time,2,Continental,Card
1928,1065,2,17-02-2024,19,Male,Pune,4.9,19693,"Noodles, Roll, Pasta, Burger","""150,110,180,120""",2928,560,2027,61,Late,4,Italian,Card
1929,1065,24,19-11-2024,19,Male,Ahmedabad,4.8,14727,Idli,"""50""",2929,50,2028,70,Cancelled,1,Italian,UPI
1930,2045,13,12-11-2024,25,Male,Ahmedabad,4,15974,"Dosa, Paratha, Burger","""60,70,120""",2930,250,2029,48,Late,3,Continental,Cash
1931,1065,13,25-02-2024,19,Male,Ahmedabad,3.3,12625,Noodles,"""150""",2931,150,2030,16,Cancelled,1,Continental,UPI
1932,1065,2,26-04-2024,19,Male,Pune,4.6,12809,"Fried Rice, Sandwich","""170,80""",2932,250,2031,51,On Time,2,South Indian,Card
1933,1065,17,10-02-2024,19,Male,Ahmedabad,4.9,13002,"Roll, Paratha, Noodles, Idli","""110,70,150,50""",2933,380,2032,57,On Time,4,Italian,Card
1934,1065,47,02-07-2024,19,Male,Kolkata,2.5,17786,"Sandwich, Paneer Tikka, Momos, Idli","""80,220,140,50""",2934,490,2033,45,Cancelled,4,Fast Food,UPI
1935,1065,21,13-01-2024,19,Male,Ahmedabad,3.5,13909,"Paratha, Burger, Noodles, Dosa","""70,120,150,60""",2935,400,2034,46,On Time,4,Fast Food,UPI
1936,1065,31,06-12-2024,19,Male,Bangalore,2.8,13569,"Noodles, Sandwich, Burger","""150,80,120""",2936,350,2035,48,On Time,3,Fast Food,Cash
1937,1066,35,15-10-2024,33,Male,Pune,4.7,18112,"Paneer Tikka, Biryani","""220,200""",2937,420,2036,24,On Time,2,Italian,Card
1938,2890,2,13-09-2024,29,Female,Pune,4.6,14482,"Roll, Fries","""110,90""",2938,200,2037,55,Late,2,Italian,Cash
1939,1066,49,19-11-2024,33,Male,Delhi,2.6,18966,"Idli, Burger","""50,120""",2939,170,2038,54,Cancelled,2,Chinese,Card
1940,1066,6,25-03-2024,33,Male,Pune,4.8,13603,"Fried Rice, Paratha","""170,70""",2940,240,2039,67,Cancelled,2,Italian,Card
1941,2782,31,30-07-2024,24,Male,Bangalore,4.5,14371,Biryani,"""200""",2941,200,2040,47,Late,1,North Indian,UPI
1942,1066,18,20-01-2024,33,Male,Bangalore,2.6,14482,"Dosa, Paratha, Sandwich, Noodles","""60,70,80,150""",2942,360,2041,18,On Time,4,Chinese,Card
1943,1066,14,22-10-2024,33,Male,Pune,4.5,16309,"Burger, Sandwich, Fried Rice, Idli","""120,80,170,50""",2943,420,2042,15,Late,4,Continental,Card
1944,3449,30,15-05-2024,25,Female,Bangalore,2.5,16913,"Fried Rice, Roll, Pizza","""170,110,250""",2944,530,2043,34,On Time,3,Chinese,UPI
1945,2581,41,10-08-2024,37,Male,Pune,3.4,18664,"Pasta, Paneer Tikka","""180,220""",2945,400,2044,36,On Time,2,Continental,Cash
1946,2165,43,18-03-2024,21,Male,Ahmedabad,3.5,12101,"Idli, Biryani","""50,200""",2946,250,2045,54,On Time,2,Fast Food,Card
1947,1066,3,07-01-2024,33,Male,Pune,4.4,14612,"Paratha, Pasta","""70,180""",2947,250,2046,18,Cancelled,2,Italian,UPI
1948,3058,41,28-09-2024,45,Male,Pune,3,11392,"Roll, Dosa, Pasta","""110,60,180""",2948,350,2047,33,Late,3,Italian,Cash
1949,1066,48,24-03-2024,33,Male,Hyderabad,3.4,18910,"Sandwich, Roll","""80,110""",2949,190,2048,62,On Time,2,South Indian,Card
1950,1066,32,06-06-2024,33,Male,Pune,2.5,15026,"Paratha, Sandwich","""70,80""",2950,150,2049,29,On Time,2,North Indian,UPI
1951,1066,27,14-12-2024,33,Male,Kolkata,4.4,16706,"Roll, Pasta, Fries, Burger","""110,180,90,120""",2951,500,2050,43,Cancelled,4,Chinese,Cash
1952,1066,21,24-08-2024,33,Male,Ahmedabad,3.7,16850,"Pasta, Paneer Tikka, Paratha","""180,220,70""",2952,470,2051,32,Cancelled,3,Continental,Card
1953,1066,42,22-03-2024,33,Male,Ahmedabad,3.8,10540,"Dosa, Roll, Sandwich","""60,110,80""",2953,250,2052,35,On Time,3,Continental,Cash
1954,1066,25,18-05-2024,33,Male,Chennai,3.6,17212,Paneer Tikka,"""220""",2954,220,2053,42,On Time,1,North Indian,UPI
1955,1066,22,23-01-2024,33,Male,Kolkata,3,13942,Momos,"""140""",2955,140,2054,59,Cancelled,1,North Indian,Cash
1956,1066,49,06-05-2024,33,Male,Delhi,3.6,12230,Roll,"""110""",2956,110,2055,31,Cancelled,1,Chinese,Card
1957,1066,26,31-10-2024,33,Male,Chennai,4.7,14512,"Sandwich, Idli, Pizza","""80,50,250""",2957,380,2056,34,On Time,3,Italian,Card
1958,1066,33,20-08-2024,33,Male,Chennai,3.1,13106,"Momos, Fries","""140,90""",2958,230,2057,47,On Time,2,South Indian,Cash
1959,1066,4,25-08-2024,33,Male,Bangalore,4.2,15581,Fries,"""90""",2959,90,2058,27,On Time,1,North Indian,Cash
1960,3949,14,26-12-2024,55,Female,Pune,4.6,16293,"Paratha, Idli","""70,50""",2960,120,2059,17,Cancelled,2,Continental,UPI
1961,1066,9,01-06-2024,33,Male,Chennai,3.2,14127,"Fried Rice, Burger, Idli","""170,120,50""",2961,340,2060,33,Cancelled,3,Fast Food,Card
1962,1066,9,07-08-2024,33,Male,Chennai,4.7,16690,"Biryani, Noodles, Dosa","""200,150,60""",2962,410,2061,44,Late,3,Fast Food,Cash
1963,2589,10,17-08-2024,43,Female,Hyderabad,2.7,17152,Roll,"""110""",2963,110,2062,60,Late,1,Chinese,UPI
1964,1066,14,19-11-2024,33,Male,Pune,4.4,11341,"Sandwich, Paratha","""80,70""",2964,150,2063,49,Late,2,North Indian,Card
1965,1066,10,20-04-2024,33,Male,Hyderabad,2.6,14111,Paratha,"""70""",2965,70,2064,52,Cancelled,1,Chinese,UPI
1966,1067,28,14-01-2024,32,Female,Chennai,2.7,11972,Paratha,"""70""",2966,70,2065,64,Late,1,Fast Food,Cash
1967,3382,30,12-10-2024,56,Male,Bangalore,4,16784,"Sandwich, Paneer Tikka, Roll, Dosa","""80,220,110,60""",2967,470,2066,26,On Time,4,North Indian,Cash
1968,1067,43,23-03-2024,32,Female,Ahmedabad,4.1,17810,"Biryani, Roll, Fried Rice","""200,110,170""",2968,480,2067,62,On Time,3,Continental,Cash
1969,2390,21,01-06-2024,40,Female,Ahmedabad,3.5,17059,"Noodles, Pasta","""150,180""",2969,330,2068,37,Cancelled,2,South Indian,Card
1970,1067,5,10-02-2024,32,Female,Chennai,2.9,16197,"Burger, Biryani, Idli","""120,200,50""",2970,370,2069,43,Late,3,South Indian,Cash
1971,1067,29,09-11-2024,32,Female,Chennai,3.6,13301,Fried Rice,"""170""",2971,170,2070,64,Late,1,Fast Food,UPI
1972,1067,20,15-10-2024,32,Female,Pune,2.7,19011,Dosa,"""60""",2972,60,2071,36,Cancelled,1,Fast Food,Card
1973,2684,40,25-12-2024,47,Male,Bangalore,2.5,19003,"Momos, Pizza","""140,250""",2973,390,2072,28,On Time,2,North Indian,UPI
1974,1067,33,12-03-2024,32,Female,Chennai,3.2,11883,"Biryani, Idli, Sandwich, Fried Rice","""200,50,80,170""",2974,500,2073,34,Late,4,North Indian,UPI
1975,1067,21,31-07-2024,32,Female,Ahmedabad,2.8,15883,Pizza,"""250""",2975,250,2074,67,Late,1,Continental,Cash
1976,1067,43,07-12-2024,32,Female,Ahmedabad,4.5,15943,Momos,"""140""",2976,140,2075,48,On Time,1,North Indian,Card
1977,1067,37,10-01-2024,32,Female,Bangalore,3.7,16405,"Paneer Tikka, Fries, Roll","""220,90,110""",2977,420,2076,30,On Time,3,South Indian,UPI
1978,3163,9,01-03-2024,18,Female,Chennai,4.6,16919,"Roll, Idli","""110,50""",2978,160,2077,45,Late,2,South Indian,Cash
1979,2127,31,05-04-2024,35,Female,Bangalore,4.6,14096,"Burger, Roll, Paratha","""120,110,70""",2979,300,2078,27,Late,3,Chinese,Card
1980,1067,4,09-08-2024,32,Female,Bangalore,4.4,15542,"Sandwich, Burger, Idli","""80,120,50""",2980,250,2079,15,On Time,3,Italian,UPI
1981,1067,13,17-12-2024,32,Female,Ahmedabad,3.4,18001,Sandwich,"""80""",2981,80,2080,57,Cancelled,1,South Indian,UPI
1982,3879,32,19-09-2024,33,Female,Pune,4.4,18163,"Paneer Tikka, Noodles, Paratha, Pizza","""220,150,70,250""",2982,690,2081,46,Late,4,Fast Food,UPI
1983,1067,27,02-11-2024,32,Female,Kolkata,4.5,19372,"Paratha, Burger","""70,120""",2983,190,2082,55,Late,2,South Indian,Cash
1984,1067,31,02-09-2024,32,Female,Bangalore,4.4,17717,Noodles,"""150""",2984,150,2083,67,Late,1,Continental,Card
1985,1067,43,21-06-2024,32,Female,Ahmedabad,4.9,12203,"Pasta, Burger","""180,120""",2985,300,2084,44,Late,2,Italian,Cash
1986,1068,44,09-02-2024,58,Male,Mumbai,3.6,14223,"Fries, Fried Rice","""90,170""",2986,260,2085,68,Late,2,South Indian,Card
1987,1068,47,17-05-2024,58,Male,Kolkata,3.9,14653,"Fries, Pizza, Paratha","""90,250,70""",2987,410,2086,34,Cancelled,3,Continental,Card
1988,1068,11,19-09-2024,58,Male,Delhi,4.9,13346,"Pasta, Paratha, Burger, Biryani","""180,70,120,200""",2988,570,2087,66,On Time,4,Italian,Cash
1989,1068,42,23-06-2024,58,Male,Ahmedabad,3.5,12032,"Roll, Idli","""110,50""",2989,160,2088,64,Cancelled,2,Chinese,Card
1990,1068,25,02-12-2024,58,Male,Chennai,3.6,19759,"Momos, Pizza","""140,250""",2990,390,2089,33,Late,2,North Indian,Card
1991,1068,23,28-06-2024,58,Male,Kolkata,3.2,14731,"Fries, Dosa, Roll","""90,60,110""",2991,260,2090,67,Late,3,Fast Food,Card
1992,1068,21,17-10-2024,58,Male,Ahmedabad,4.1,18654,"Noodles, Fried Rice, Sandwich","""150,170,80""",2992,400,2091,51,Cancelled,3,Fast Food,Card
1993,1068,17,02-07-2024,58,Male,Ahmedabad,4.2,13019,"Paratha, Paneer Tikka, Idli, Pizza","""70,220,50,250""",2993,590,2092,60,Cancelled,4,Continental,Card
1994,1068,25,10-06-2024,58,Male,Chennai,3.9,16378,"Burger, Momos, Fried Rice, Dosa","""120,140,170,60""",2994,490,2093,67,On Time,4,North Indian,Card
1995,2550,32,07-11-2024,48,Female,Pune,2.8,16925,"Pizza, Biryani, Fried Rice","""250,200,170""",2995,620,2094,40,Late,3,Italian,Cash
1996,1068,42,15-11-2024,58,Male,Ahmedabad,3.4,17034,"Roll, Burger","""110,120""",2996,230,2095,51,On Time,2,Italian,Card
1997,1068,20,10-10-2024,58,Male,Pune,4.9,15251,"Idli, Roll, Paneer Tikka","""50,110,220""",2997,380,2096,52,On Time,3,North Indian,Card
1998,1068,30,03-01-2024,58,Male,Bangalore,4.5,11024,"Burger, Paneer Tikka, Fries","""120,220,90""",2998,430,2097,48,On Time,3,Fast Food,Cash
1999,1068,1,27-07-2024,58,Male,Hyderabad,3.9,14157,"Momos, Noodles, Pizza, Paneer Tikka","""140,150,250,220""",2999,760,2098,51,Cancelled,4,Fast Food,Cash
2000,1068,21,22-02-2024,58,Male,Ahmedabad,3.2,16452,"Pasta, Dosa, Sandwich","""180,60,80""",3000,320,2099,49,On Time,3,Italian,Card
2001,1068,18,21-09-2024,58,Male,Bangalore,2.7,11959,"Paneer Tikka, Sandwich","""220,80""",3001,300,2100,31,Late,2,Italian,Cash
2002,3182,32,10-08-2024,53,Female,Pune,4.9,10239,"Biryani, Burger, Dosa, Paneer Tikka","""200,120,60,220""",3002,600,2101,44,Late,4,North Indian,Cash
2003,3305,49,01-09-2024,21,Female,Delhi,3,12315,"Pasta, Momos, Roll","""180,140,110""",3003,430,2102,39,Late,3,Italian,Cash
2004,1068,1,06-12-2024,58,Male,Hyderabad,3,16359,Idli,"""50""",3004,50,2103,43,Cancelled,1,South Indian,UPI
2005,3982,41,27-05-2024,58,Male,Pune,3.7,12278,"Paneer Tikka, Paratha, Pizza, Burger","""220,70,250,120""",3005,660,2104,39,Cancelled,4,Fast Food,UPI
2006,1068,20,28-11-2024,58,Male,Pune,3,15404,Biryani,"""200""",3006,200,2105,66,Cancelled,1,South Indian,Cash
2007,1068,17,28-12-2024,58,Male,Ahmedabad,2.8,16001,"Sandwich, Noodles, Paneer Tikka","""80,150,220""",3007,450,2106,50,Late,3,South Indian,Cash
2008,1068,16,18-03-2024,58,Male,Bangalore,4,10078,"Pizza, Burger, Dosa","""250,120,60""",3008,430,2107,43,Late,3,South Indian,UPI
2009,3397,13,28-10-2024,19,Female,Ahmedabad,4.4,12262,"Pasta, Sandwich","""180,80""",3009,260,2108,23,Late,2,North Indian,Cash
2010,3057,18,02-01-2024,34,Female,Bangalore,4.2,18328,"Idli, Dosa, Fries","""50,60,90""",3010,200,2109,63,Late,3,North Indian,Card
2011,1069,5,05-11-2024,43,Male,Chennai,4.1,17481,"Paneer Tikka, Fried Rice, Roll","""220,170,110""",3011,500,2110,63,Cancelled,3,Continental,Card
2012,1069,6,30-05-2024,43,Male,Pune,4.8,17665,"Burger, Momos, Paneer Tikka, Paratha","""120,140,220,70""",3012,550,2111,22,Cancelled,4,Italian,Cash
2013,3708,42,27-03-2024,58,Female,Ahmedabad,4,18639,"Roll, Fried Rice, Paneer Tikka","""110,170,220""",3013,500,2112,51,Late,3,Italian,Card
2014,1069,18,04-06-2024,43,Male,Bangalore,3.6,12955,"Paneer Tikka, Burger, Sandwich, Pasta","""220,120,80,180""",3014,600,2113,64,Cancelled,4,North Indian,Cash
2015,1069,19,16-10-2024,43,Male,Mumbai,4.6,13928,Fries,"""90""",3015,90,2114,26,Late,1,North Indian,UPI
2016,1069,8,21-08-2024,43,Male,Mumbai,4.8,16446,"Momos, Paratha, Fries","""140,70,90""",3016,300,2115,22,Cancelled,3,Chinese,Card
2017,1069,48,26-12-2024,43,Male,Hyderabad,4,19554,"Pasta, Noodles, Roll, Idli","""180,150,110,50""",3017,490,2116,47,Cancelled,4,Continental,Cash
2018,1069,27,21-01-2024,43,Male,Kolkata,3,16305,Roll,"""110""",3018,110,2117,63,On Time,1,South Indian,Cash
2019,1069,39,27-02-2024,43,Male,Kolkata,3.8,11174,Dosa,"""60""",3019,60,2118,60,Cancelled,1,South Indian,UPI
2020,1069,33,26-12-2024,43,Male,Chennai,4.1,16022,"Roll, Pizza, Pasta","""110,250,180""",3020,540,2119,22,On Time,3,Italian,Card
2021,2165,20,05-11-2024,21,Male,Pune,2.7,16864,Idli,"""50""",3021,50,2120,69,Cancelled,1,North Indian,UPI
